,win,firstBlood,firstTower,firstInhibitor,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,gameId
82398,Win,TRUE,TRUE,TRUE,9,2,0,2,1,4109403810
82399,Win,FALSE,FALSE,FALSE,7,0,1,0,1,3969418920
82400,Win,TRUE,TRUE,TRUE,8,1,0,3,0,4073227949
82401,Win,FALSE,FALSE,FALSE,7,1,1,4,0,4188571312
82402,Win,TRUE,FALSE,FALSE,7,1,0,3,0,4221077170
82404,Win,TRUE,TRUE,FALSE,5,0,0,1,0,4104685236
82406,Win,FALSE,TRUE,TRUE,8,1,2,3,0,4125656756
82407,Win,FALSE,TRUE,TRUE,9,2,1,3,1,4212688572
82408,Win,TRUE,TRUE,TRUE,9,2,1,3,0,4114646716
82409,Win,FALSE,FALSE,FALSE,6,0,1,2,1,3681584830
82411,Win,TRUE,FALSE,TRUE,7,1,1,2,0,4120938173
82413,Win,FALSE,TRUE,TRUE,11,5,2,3,1,4090529477
82414,Win,TRUE,TRUE,TRUE,6,1,1,3,1,4224222920
82416,Win,FALSE,FALSE,TRUE,6,1,0,1,1,4181755598
82417,Win,TRUE,FALSE,FALSE,6,0,1,3,0,4103112406
82418,Win,TRUE,TRUE,TRUE,7,2,1,0,2,4165502680
82419,Win,TRUE,TRUE,FALSE,5,0,0,1,1,4084238044
82420,Win,TRUE,FALSE,TRUE,9,1,1,2,0,4196959965
82421,Win,FALSE,TRUE,TRUE,9,1,0,3,2,4254631645
82422,Win,FALSE,FALSE,TRUE,9,1,0,2,1,4231562974
82423,Win,TRUE,TRUE,TRUE,10,2,1,3,2,4083713761
82424,Win,FALSE,FALSE,TRUE,6,1,0,0,1,4168648418
82425,Win,FALSE,FALSE,TRUE,8,1,1,1,0,4231562980
82426,Win,FALSE,FALSE,TRUE,8,1,1,0,0,3951593190
82427,Win,FALSE,TRUE,TRUE,10,2,1,2,1,4045440743
82428,Win,TRUE,FALSE,FALSE,6,0,1,2,1,4151346920
82429,Win,FALSE,TRUE,TRUE,10,2,1,4,1,4179658473
82431,Win,TRUE,TRUE,TRUE,9,2,1,4,1,4153968364
82432,Win,FALSE,TRUE,TRUE,7,1,1,2,0,4118316789
82433,Win,FALSE,TRUE,TRUE,10,2,0,2,1,4221077240
82435,Win,TRUE,TRUE,TRUE,8,1,0,3,1,4113073914
82436,Win,FALSE,TRUE,FALSE,5,0,0,1,2,4152395523
82437,Win,FALSE,TRUE,TRUE,5,1,0,1,0,3685254917
82438,Win,TRUE,TRUE,TRUE,6,1,0,1,1,4147676933
82439,Win,TRUE,TRUE,FALSE,6,0,0,2,0,3926951686
82440,Win,TRUE,TRUE,TRUE,6,1,0,1,1,3703080712
82442,Win,TRUE,FALSE,TRUE,11,6,0,4,0,4132472586
82443,Win,TRUE,FALSE,FALSE,10,3,1,5,0,4234184459
82445,Win,TRUE,TRUE,FALSE,5,0,1,2,1,4141385495
82446,Win,TRUE,TRUE,TRUE,10,1,1,1,1,4064839449
82447,Win,TRUE,TRUE,TRUE,8,1,1,3,1,4131424026
82448,Win,FALSE,FALSE,TRUE,7,1,0,3,1,4189095707
82450,Win,TRUE,TRUE,TRUE,6,1,0,1,1,4084762394
82452,Win,TRUE,FALSE,TRUE,9,1,1,3,1,4148201257
82453,Win,TRUE,TRUE,FALSE,5,0,0,1,0,4245718828
82454,Win,TRUE,TRUE,TRUE,10,2,1,3,0,4021847853
82455,Win,FALSE,TRUE,TRUE,7,1,1,2,2,4120413999
82456,Win,FALSE,FALSE,TRUE,9,2,2,2,0,4165502769
82457,Win,TRUE,FALSE,TRUE,6,1,1,2,0,4079519538
82458,Win,TRUE,TRUE,TRUE,11,3,1,4,0,4126705459
82459,Win,TRUE,TRUE,TRUE,10,2,0,3,0,4003497780
82460,Win,TRUE,TRUE,TRUE,11,2,2,2,1,4177037110
82461,Win,FALSE,TRUE,TRUE,10,2,0,3,1,3960506166
82462,Win,FALSE,TRUE,TRUE,7,2,0,2,0,4184901432
82464,Win,FALSE,TRUE,TRUE,9,1,1,2,2,4106258234
82467,Win,FALSE,TRUE,TRUE,8,2,1,2,2,4034955070
82468,Win,FALSE,TRUE,FALSE,5,0,1,2,2,4216883006
82470,Win,TRUE,TRUE,TRUE,7,1,0,2,0,4164454209
82471,Win,TRUE,TRUE,TRUE,10,2,0,3,1,4170221378
82472,Win,TRUE,TRUE,TRUE,9,3,1,2,2,4123559747
82473,Win,TRUE,TRUE,TRUE,8,1,1,4,1,4224223041
82475,Win,TRUE,TRUE,TRUE,10,2,1,3,0,4151347019
82477,Win,FALSE,TRUE,TRUE,11,4,2,3,0,3820521300
82478,Win,TRUE,TRUE,TRUE,10,2,0,2,1,3887105878
82479,Win,TRUE,TRUE,TRUE,7,1,0,3,1,4247291735
82481,Win,TRUE,TRUE,FALSE,5,0,0,0,0,3526395740
82483,Win,FALSE,TRUE,TRUE,11,3,1,2,2,4098918238
82484,Win,FALSE,TRUE,TRUE,9,2,0,2,1,4162357087
82485,Win,FALSE,TRUE,TRUE,7,1,0,1,1,4207445855
82486,Win,TRUE,TRUE,TRUE,11,1,1,1,1,3903883104
82489,Win,FALSE,TRUE,TRUE,10,5,2,4,1,3825239908
82490,Win,TRUE,TRUE,TRUE,9,2,1,2,0,3818948457
82491,Win,FALSE,TRUE,TRUE,10,2,1,1,2,4184901481
82493,Win,TRUE,TRUE,TRUE,8,1,2,3,1,4220028781
82494,Win,TRUE,TRUE,FALSE,5,0,0,2,0,4112025455
82496,Win,TRUE,TRUE,TRUE,9,1,1,1,1,4161308529
82497,Win,TRUE,TRUE,TRUE,9,2,1,2,1,4092626803
82498,Win,FALSE,TRUE,TRUE,8,1,0,1,1,4090005369
82499,Win,TRUE,FALSE,TRUE,7,2,1,1,2,4230514554
82501,Win,FALSE,TRUE,TRUE,7,1,0,2,1,4215310201
82502,Win,TRUE,FALSE,FALSE,6,0,0,3,1,3974662013
82503,Win,TRUE,TRUE,TRUE,8,1,0,2,2,4152919934
82504,Win,TRUE,TRUE,FALSE,5,0,0,2,2,4078995328
82506,Win,TRUE,TRUE,FALSE,7,1,1,4,0,4016080769
82508,Win,FALSE,TRUE,TRUE,11,4,1,2,1,4178085767
82511,Win,FALSE,TRUE,TRUE,8,1,1,2,1,4126705546
82512,Win,TRUE,FALSE,TRUE,11,3,0,3,1,4099966859
82513,Win,FALSE,TRUE,TRUE,10,2,1,4,1,4114646924
82514,Win,TRUE,TRUE,TRUE,10,3,2,4,0,4134569869
82515,Win,FALSE,TRUE,TRUE,5,1,0,2,1,4222650254
82516,Win,FALSE,FALSE,TRUE,9,2,0,3,0,4183852943
82517,Win,TRUE,TRUE,TRUE,7,1,0,3,2,4210591625
82520,Win,TRUE,TRUE,TRUE,5,1,0,0,0,3729295254
82521,Win,TRUE,FALSE,TRUE,7,1,0,3,1,4007692183
82523,Win,TRUE,TRUE,TRUE,8,2,1,3,1,4235233176
82524,Win,TRUE,TRUE,TRUE,11,3,1,2,2,4225271707
82525,Win,TRUE,TRUE,TRUE,8,2,1,3,1,4224223133
82527,Win,FALSE,TRUE,TRUE,8,1,1,4,1,4158687143
82528,Win,FALSE,FALSE,TRUE,10,2,1,5,0,3978332072
82529,Win,FALSE,TRUE,TRUE,7,1,1,4,1,4221077415
82530,Win,TRUE,FALSE,TRUE,9,3,3,2,0,4116219818
82532,Win,TRUE,TRUE,TRUE,9,2,1,3,0,4166027181
82533,Win,FALSE,TRUE,TRUE,7,1,1,1,2,4244146095
82534,Win,TRUE,TRUE,TRUE,8,1,0,1,1,4169697199
82536,Win,TRUE,TRUE,TRUE,10,1,1,3,1,3920660406
82538,Win,FALSE,TRUE,TRUE,10,3,1,4,2,4119889848
82539,Win,FALSE,TRUE,TRUE,8,1,0,1,1,4195387321
82540,Win,TRUE,TRUE,FALSE,6,0,0,1,2,4067461051
82541,Win,FALSE,TRUE,TRUE,10,2,1,3,0,4133521340
82542,Win,FALSE,TRUE,TRUE,8,1,0,2,2,4075849661
82543,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4231038908
82544,Win,TRUE,FALSE,TRUE,7,2,0,2,0,4251486142
82546,Win,FALSE,TRUE,TRUE,8,1,1,3,2,4194338758
82547,Win,TRUE,FALSE,TRUE,10,1,0,2,0,4118317002
82548,Win,TRUE,TRUE,TRUE,5,1,0,0,0,4068509646
82549,Win,TRUE,TRUE,TRUE,5,1,0,0,0,4125657039
82550,Win,TRUE,TRUE,TRUE,9,2,0,1,0,4167600080
82551,Win,FALSE,TRUE,TRUE,6,1,1,4,2,4159735760
82552,Win,TRUE,TRUE,TRUE,7,1,1,2,1,4131424210
82553,Win,TRUE,TRUE,TRUE,8,1,1,3,1,4170221522
82555,Win,TRUE,FALSE,TRUE,8,1,1,2,0,4110452702
82556,Win,TRUE,FALSE,TRUE,7,1,2,4,0,4212688865
82558,Win,FALSE,FALSE,TRUE,11,4,1,2,0,4136142819
82559,Win,TRUE,TRUE,TRUE,7,1,1,2,2,4083189731
82561,Win,TRUE,TRUE,TRUE,8,1,0,2,2,4034430954
82562,Win,FALSE,TRUE,TRUE,11,4,1,3,1,4167600107
82563,Win,TRUE,TRUE,TRUE,6,1,0,2,1,3906504686
82564,Win,FALSE,TRUE,TRUE,7,1,0,1,1,4205348846
82566,Win,TRUE,TRUE,TRUE,9,2,1,3,1,4007692275
82567,Win,TRUE,TRUE,TRUE,11,3,1,3,2,4216883191
82570,Win,TRUE,TRUE,TRUE,8,1,0,2,1,3972040698
82571,Win,TRUE,TRUE,TRUE,10,3,0,3,1,4081616892
82572,Win,FALSE,TRUE,FALSE,7,0,0,4,2,4055402493
82574,Win,TRUE,TRUE,TRUE,8,2,0,4,1,4228941820
82575,Win,TRUE,TRUE,TRUE,9,2,0,1,1,3899164676
82576,Win,FALSE,TRUE,TRUE,6,1,2,2,0,3829958662
82577,Win,TRUE,TRUE,TRUE,8,2,2,4,1,4069558284
82578,Win,FALSE,TRUE,TRUE,10,2,1,2,2,4172843022
82579,Win,TRUE,TRUE,TRUE,11,3,0,2,1,4192765967
82580,Win,FALSE,FALSE,TRUE,7,1,1,2,0,4102064146
82583,Win,TRUE,TRUE,TRUE,10,2,0,2,0,4172843030
82584,Win,TRUE,TRUE,TRUE,8,2,0,4,1,4104161306
82585,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4231039004
82586,Win,TRUE,FALSE,TRUE,7,2,0,2,1,4223174690
82588,Win,TRUE,TRUE,TRUE,8,1,0,3,1,4010838057
82590,Win,TRUE,TRUE,TRUE,8,1,1,3,1,4118841388
82591,Win,TRUE,FALSE,TRUE,8,2,1,4,0,4192765997
82592,Win,TRUE,TRUE,TRUE,7,1,0,3,2,4083189804
82593,Win,FALSE,TRUE,TRUE,10,3,1,2,2,4252534827
82594,Win,FALSE,TRUE,TRUE,6,1,1,3,1,4201154608
82596,Win,FALSE,TRUE,FALSE,5,0,1,3,2,4073228342
82597,Win,TRUE,FALSE,TRUE,10,2,1,2,1,4181755959
82598,Win,FALSE,FALSE,FALSE,9,3,1,3,1,4162357305
82600,Win,FALSE,TRUE,TRUE,7,1,2,2,0,4157638713
82603,Win,FALSE,FALSE,TRUE,7,2,1,4,1,4107307076
82607,Win,TRUE,TRUE,TRUE,8,1,0,3,2,4168124489
82610,Win,TRUE,FALSE,TRUE,8,1,1,3,1,4190144589
82611,Win,TRUE,TRUE,FALSE,8,2,1,4,2,4184377423
82612,Win,TRUE,TRUE,TRUE,8,1,0,2,1,4108355667
82613,Win,TRUE,FALSE,FALSE,5,0,0,1,1,3888154708
82614,Win,TRUE,TRUE,TRUE,9,1,0,3,1,4210067540
82616,Win,TRUE,FALSE,TRUE,8,1,1,2,1,4146628696
82622,Win,FALSE,TRUE,TRUE,10,2,1,3,0,4230514787
82623,Win,FALSE,FALSE,TRUE,8,1,0,2,1,4081092708
82624,Win,FALSE,TRUE,TRUE,7,1,0,2,1,4232611944
82626,Win,FALSE,TRUE,TRUE,9,2,2,4,2,4097345646
82627,Win,FALSE,TRUE,TRUE,6,1,1,2,0,3972565103
82628,Win,TRUE,FALSE,TRUE,7,1,0,2,0,4183328880
82629,Win,FALSE,TRUE,TRUE,8,2,1,4,1,4077946992
82630,Win,TRUE,TRUE,TRUE,8,1,0,1,1,4202727543
82632,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4144531579
82634,Win,TRUE,TRUE,TRUE,7,1,0,0,0,4051208314
82635,Win,TRUE,FALSE,TRUE,8,2,2,5,1,4177561724
82637,Win,FALSE,TRUE,TRUE,8,1,1,3,2,4199581825
82638,Win,TRUE,FALSE,TRUE,6,1,1,4,1,4127754377
82639,Win,TRUE,TRUE,TRUE,9,1,0,1,1,3405285514
82642,Win,TRUE,TRUE,TRUE,8,1,1,5,1,4144007309
82643,Win,FALSE,TRUE,TRUE,8,2,1,3,1,4194338959
82644,Win,FALSE,FALSE,TRUE,8,1,0,4,0,4181756051
82645,Win,FALSE,TRUE,TRUE,9,1,0,2,2,4181756054
82647,Win,FALSE,TRUE,TRUE,7,1,0,2,2,4164454552
82650,Win,FALSE,TRUE,FALSE,9,1,1,3,0,4099442842
82651,Win,TRUE,TRUE,FALSE,6,0,0,4,2,4145580188
82652,Win,FALSE,TRUE,TRUE,7,2,0,2,2,4169173149
82653,Win,FALSE,TRUE,TRUE,7,1,1,4,0,4177037469
82654,Win,TRUE,TRUE,TRUE,7,1,1,4,1,4139288735
82655,Win,FALSE,TRUE,TRUE,8,1,0,2,1,4235757724
82656,Win,TRUE,FALSE,TRUE,8,2,1,1,1,4161308827
82657,Win,TRUE,FALSE,TRUE,10,2,1,3,2,4170221731
82658,Win,FALSE,TRUE,TRUE,10,2,2,4,1,3868756134
82659,Win,TRUE,TRUE,FALSE,8,1,0,2,1,3971516582
82660,Win,TRUE,FALSE,TRUE,9,2,1,2,0,4142434472
82661,Win,TRUE,TRUE,TRUE,8,1,1,2,2,4202203305
82662,Win,TRUE,FALSE,FALSE,9,2,1,3,0,4127230122
82664,Win,TRUE,FALSE,TRUE,7,1,0,4,0,4152395948
82667,Win,FALSE,TRUE,TRUE,5,1,0,1,1,3950020785
82668,Win,FALSE,TRUE,TRUE,9,2,1,1,1,3666905268
82669,Win,FALSE,TRUE,TRUE,6,1,0,1,0,4090005685
82671,Win,FALSE,FALSE,FALSE,7,1,1,4,0,4176513205
82672,Win,TRUE,TRUE,TRUE,8,1,0,1,1,4168648887
82673,Win,FALSE,TRUE,FALSE,8,1,1,1,1,4150823098
82675,Win,TRUE,TRUE,TRUE,8,1,1,2,0,3883436220
82676,Win,TRUE,TRUE,TRUE,9,2,0,1,1,4250962108
82677,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4073228479
82678,Win,FALSE,FALSE,TRUE,7,1,0,2,0,4088432832
82679,Win,TRUE,TRUE,TRUE,9,2,0,1,1,3996158146
82680,Win,TRUE,TRUE,TRUE,8,2,0,2,1,4137191619
82682,Win,FALSE,TRUE,FALSE,5,0,0,2,1,4106782917
82684,Win,TRUE,TRUE,TRUE,9,1,1,3,0,4107831497
82685,Win,FALSE,TRUE,TRUE,9,1,1,1,1,4136143049
82686,Win,FALSE,FALSE,FALSE,8,1,1,3,1,4238379212
82687,Win,TRUE,TRUE,TRUE,8,1,0,2,0,4192241873
82688,Win,TRUE,TRUE,TRUE,11,4,1,3,0,4144007378
82689,Win,TRUE,TRUE,TRUE,10,2,0,3,2,4155541713
82690,Win,TRUE,TRUE,TRUE,10,2,0,2,1,4214786257
82691,Win,TRUE,FALSE,FALSE,10,1,1,2,1,4114647256
82692,Win,TRUE,TRUE,TRUE,8,1,1,4,0,4138240221
82694,Win,FALSE,FALSE,TRUE,7,2,1,3,0,4174416100
82695,Win,FALSE,FALSE,TRUE,10,2,1,2,1,4147153128
82696,Win,TRUE,TRUE,TRUE,6,1,0,1,0,4090005737
82698,Win,FALSE,FALSE,TRUE,10,1,1,4,0,4149250291
82699,Win,TRUE,TRUE,TRUE,6,1,1,3,0,3986196723
82700,Win,FALSE,TRUE,TRUE,10,2,1,1,0,4092102903
82701,Win,TRUE,TRUE,TRUE,9,2,1,3,0,3993012472
82702,Win,FALSE,TRUE,TRUE,8,1,0,3,0,4156590329
82703,Win,FALSE,FALSE,TRUE,7,3,0,4,1,4003498235
82704,Win,TRUE,TRUE,TRUE,11,2,2,4,1,4096821499
82705,Win,TRUE,TRUE,TRUE,9,3,0,3,2,4168124669
82706,Win,TRUE,FALSE,FALSE,8,2,1,2,0,4123560190
82707,Win,TRUE,TRUE,TRUE,7,1,1,2,2,4225272066
82709,Win,TRUE,TRUE,FALSE,7,0,0,3,0,4259350790
82711,Win,TRUE,TRUE,FALSE,5,0,0,3,1,4168648975
82712,Win,TRUE,TRUE,TRUE,8,1,0,2,1,4230514960
82713,Win,FALSE,FALSE,TRUE,10,3,2,3,1,4186474769
82714,Win,TRUE,FALSE,FALSE,7,0,0,1,1,4210067729
82717,Win,TRUE,TRUE,TRUE,11,5,2,3,1,4116744476
82718,Win,FALSE,TRUE,TRUE,11,3,0,2,2,4183853342
82719,Win,TRUE,TRUE,TRUE,9,2,1,3,0,4144007455
82721,Win,TRUE,TRUE,TRUE,8,2,1,3,2,4167600422
82722,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4142434599
82723,Win,TRUE,TRUE,TRUE,11,3,2,1,1,4121463080
82724,Win,TRUE,FALSE,FALSE,7,1,2,3,0,4073228590
82725,Win,FALSE,TRUE,TRUE,9,3,3,3,0,4179134767
82726,Win,TRUE,TRUE,TRUE,10,2,1,3,1,3939010862
82727,Win,FALSE,TRUE,TRUE,10,1,1,2,0,4036004145
82729,Win,FALSE,TRUE,TRUE,6,1,0,1,1,4081617203
82730,Win,TRUE,TRUE,FALSE,6,0,0,2,0,4158163252
82731,Win,TRUE,FALSE,TRUE,9,2,1,3,1,4018178358
82733,Win,FALSE,FALSE,TRUE,11,5,1,5,2,4239952179
82735,Win,TRUE,FALSE,TRUE,10,2,2,4,0,4206922038
82737,Win,TRUE,FALSE,FALSE,7,1,1,4,0,4229466430
82738,Win,FALSE,TRUE,FALSE,7,2,1,2,1,4237855040
82739,Win,TRUE,TRUE,FALSE,5,0,0,1,1,4109928772
82741,Win,FALSE,FALSE,TRUE,9,2,1,3,1,4111501638
82745,Win,FALSE,TRUE,TRUE,5,1,1,2,0,3786443089
82746,Win,FALSE,TRUE,TRUE,8,1,1,2,1,4078995792
82751,Win,TRUE,FALSE,TRUE,11,2,2,4,0,4135618910
82752,Win,TRUE,TRUE,TRUE,7,2,0,2,0,4140861789
82753,Win,TRUE,TRUE,TRUE,8,2,0,4,2,4234709344
82754,Win,TRUE,TRUE,FALSE,9,1,0,2,2,4135618913
82756,Win,FALSE,TRUE,TRUE,8,1,0,3,2,4139288931
82757,Win,TRUE,TRUE,TRUE,6,1,0,2,0,4218456426
82758,Win,TRUE,TRUE,TRUE,10,2,0,3,2,4132473200
82759,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4116744561
82761,Win,FALSE,FALSE,FALSE,5,0,0,2,1,4164454773
82762,Win,FALSE,TRUE,TRUE,9,1,0,2,2,4048587126
82763,Win,TRUE,TRUE,TRUE,7,1,0,0,2,4077422965
82764,Win,TRUE,FALSE,TRUE,6,1,1,1,0,4131424633
82766,Win,TRUE,FALSE,TRUE,7,1,1,3,0,4020799867
82767,Win,FALSE,TRUE,TRUE,10,2,0,2,2,4052257146
82768,Win,TRUE,FALSE,TRUE,8,1,1,3,1,4160784765
82770,Win,FALSE,TRUE,FALSE,6,0,0,1,0,4166027645
82771,Win,FALSE,FALSE,FALSE,7,1,1,3,0,4115696000
82774,Win,FALSE,FALSE,FALSE,11,3,2,3,1,4159736201
82777,Win,FALSE,TRUE,TRUE,9,3,2,2,2,4044917133
82778,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4196436366
82780,Win,TRUE,TRUE,TRUE,10,1,1,4,2,4130376081
82781,Win,TRUE,FALSE,FALSE,7,1,0,5,0,4213213588
82782,Win,TRUE,TRUE,TRUE,10,1,0,0,2,4016081301
82783,Win,FALSE,FALSE,FALSE,6,1,1,2,0,4179134870
82784,Win,TRUE,TRUE,TRUE,8,2,0,3,0,4189620631
82785,Win,FALSE,TRUE,TRUE,7,1,0,0,1,4063791510
82786,Win,FALSE,TRUE,TRUE,8,1,1,3,1,4166027669
82787,Win,FALSE,FALSE,TRUE,8,1,0,2,0,4190669209
82788,Win,FALSE,TRUE,TRUE,9,4,1,2,0,4105734551
82789,Win,TRUE,TRUE,TRUE,8,1,0,2,0,4050160029
82790,Win,TRUE,TRUE,TRUE,9,2,0,2,1,4144531870
82791,Win,FALSE,TRUE,TRUE,10,2,1,2,1,3975186846
82793,Win,TRUE,FALSE,TRUE,6,1,0,2,1,3779103140
82794,Win,FALSE,TRUE,TRUE,8,1,1,3,1,4152920486
82795,Win,FALSE,TRUE,TRUE,11,3,0,2,1,4214262182
82796,Win,TRUE,TRUE,TRUE,10,3,1,2,1,3681585576
82797,Win,TRUE,TRUE,FALSE,5,0,1,3,1,4188572074
82798,Win,TRUE,TRUE,TRUE,7,1,0,3,1,4213213612
82799,Win,TRUE,FALSE,TRUE,10,2,2,2,0,3969943982
82800,Win,TRUE,FALSE,TRUE,7,1,1,4,1,4157639087
82801,Win,FALSE,TRUE,TRUE,10,2,1,2,1,3972041136
82802,Win,FALSE,TRUE,TRUE,11,5,0,3,1,4139289009
82803,Win,TRUE,TRUE,TRUE,6,1,0,0,1,4192242098
82804,Win,TRUE,TRUE,TRUE,10,2,0,1,2,4191193523
82805,Win,TRUE,TRUE,TRUE,9,2,1,4,1,3922758064
82806,Win,TRUE,TRUE,TRUE,10,2,0,3,2,4232087989
82807,Win,FALSE,TRUE,FALSE,7,0,0,1,0,4221077934
82808,Win,TRUE,TRUE,TRUE,9,1,0,0,0,3945302455
82809,Win,TRUE,TRUE,TRUE,10,2,2,3,0,4156066240
82810,Win,TRUE,TRUE,FALSE,6,0,0,2,2,4021848513
82811,Win,TRUE,FALSE,TRUE,9,1,1,2,1,4151347655
82813,Win,TRUE,TRUE,FALSE,7,1,1,0,1,3682634191
82815,Win,FALSE,TRUE,TRUE,5,1,0,3,2,4142434777
82816,Win,TRUE,FALSE,TRUE,7,1,0,2,1,4169173471
82818,Win,FALSE,TRUE,TRUE,8,1,0,2,0,4044392935
82821,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4225272301
82822,Win,TRUE,TRUE,TRUE,9,2,1,2,1,4142434799
82824,Win,TRUE,TRUE,TRUE,11,3,2,3,1,4202203641
82825,Win,TRUE,FALSE,TRUE,8,1,2,2,0,4112026116
82827,Win,TRUE,TRUE,TRUE,10,2,1,5,0,3973614094
82828,Win,TRUE,FALSE,TRUE,10,2,1,2,0,4113598991
82830,Win,TRUE,TRUE,TRUE,10,2,1,4,2,4105734673
82831,Win,TRUE,TRUE,TRUE,8,1,0,3,1,4051208721
82832,Win,FALSE,TRUE,FALSE,7,0,2,4,1,4116744726
82833,Win,FALSE,TRUE,TRUE,7,1,1,2,1,4169173530
82834,Win,TRUE,TRUE,TRUE,9,2,1,1,1,4097346076
82835,Win,TRUE,TRUE,TRUE,8,1,1,3,2,4201679391
82836,Win,TRUE,TRUE,FALSE,5,0,1,3,1,4104161824
82838,Win,FALSE,TRUE,FALSE,9,2,1,1,0,4171270691
82841,Win,TRUE,TRUE,TRUE,6,1,0,0,0,3811609130
82843,Win,TRUE,TRUE,TRUE,10,2,1,3,2,4180707886
82844,Win,TRUE,TRUE,FALSE,7,0,1,3,1,4026567218
82845,Win,TRUE,TRUE,TRUE,8,1,0,2,0,4220029494
82846,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4148202039
82847,Win,TRUE,TRUE,TRUE,11,3,0,1,2,4186475063
82849,Win,FALSE,TRUE,TRUE,7,1,0,5,1,4149250618
82852,Win,FALSE,FALSE,FALSE,7,1,0,2,0,4147677758
82853,Win,TRUE,TRUE,TRUE,9,2,1,2,2,4147677759
82854,Win,TRUE,FALSE,TRUE,6,1,0,4,2,4167076416
82857,Win,TRUE,TRUE,FALSE,5,0,1,2,2,4101016135
82858,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4069558858
82859,Win,FALSE,TRUE,TRUE,7,1,0,2,1,3985672778
82860,Win,TRUE,TRUE,TRUE,8,1,1,3,2,4226845261
82861,Win,TRUE,TRUE,TRUE,11,4,0,3,1,4223699536
82863,Win,FALSE,FALSE,FALSE,8,1,2,4,0,4088433239
82865,Win,TRUE,FALSE,TRUE,8,1,0,4,0,4208495193
82867,Win,TRUE,FALSE,TRUE,10,2,1,0,1,4217932381
82868,Win,TRUE,TRUE,TRUE,11,3,2,4,2,4155542111
82870,Win,TRUE,FALSE,TRUE,9,2,1,3,0,4060645988
82871,Win,FALSE,FALSE,TRUE,5,1,0,2,2,4241525349
82872,Win,TRUE,TRUE,TRUE,10,2,1,2,1,4132473446
82874,Win,FALSE,FALSE,TRUE,9,2,2,2,0,3875572332
82877,Win,FALSE,TRUE,TRUE,10,2,1,3,0,4023945842
82880,Win,FALSE,TRUE,TRUE,8,1,1,1,1,4167600758
82881,Win,TRUE,TRUE,TRUE,6,1,0,1,1,4231563895
82882,Win,TRUE,FALSE,TRUE,9,1,1,4,0,4177562234
82883,Win,TRUE,TRUE,TRUE,8,1,2,3,2,4153969275
82884,Win,TRUE,TRUE,FALSE,8,1,1,3,0,4134570619
82886,Win,TRUE,TRUE,TRUE,8,1,0,1,2,4140862081
82887,Win,FALSE,FALSE,TRUE,9,1,1,1,0,4088433282
82890,Win,FALSE,TRUE,TRUE,9,2,1,2,1,4037053063
82891,Win,FALSE,TRUE,TRUE,7,1,1,2,1,3922758280
82893,Win,FALSE,TRUE,TRUE,9,1,1,1,2,4227369614
82894,Win,TRUE,FALSE,TRUE,7,1,0,1,1,4190145172
82895,Win,TRUE,TRUE,TRUE,7,1,0,0,1,3926428313
82898,Win,TRUE,TRUE,TRUE,7,1,1,2,2,4218981021
82899,Win,TRUE,TRUE,TRUE,8,1,1,2,2,4219505310
82900,Win,FALSE,FALSE,TRUE,8,1,1,2,0,4191718047
82901,Win,TRUE,TRUE,FALSE,8,1,1,1,1,3881863840
82902,Win,FALSE,TRUE,TRUE,10,2,1,3,1,4135619233
82904,Win,TRUE,TRUE,TRUE,7,1,0,4,0,4094200484
82906,Win,TRUE,TRUE,TRUE,11,3,1,4,1,4147677870
82907,Win,TRUE,TRUE,TRUE,10,2,0,2,1,3970468527
82908,Win,TRUE,TRUE,TRUE,6,1,0,1,0,3628632753
82909,Win,TRUE,FALSE,FALSE,8,1,0,3,1,4102064820
82912,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4242574007
82914,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4103113404
82919,Win,TRUE,TRUE,TRUE,9,2,0,2,1,4054878927
82921,Win,FALSE,TRUE,TRUE,11,2,2,3,1,4218981072
82922,Win,FALSE,FALSE,TRUE,6,1,0,2,0,4226321106
82923,Win,FALSE,FALSE,TRUE,5,1,1,1,1,4167600849
82924,Win,TRUE,TRUE,FALSE,5,0,1,1,0,3899689684
82925,Win,FALSE,TRUE,TRUE,6,1,0,2,2,4242574037
82926,Win,TRUE,TRUE,TRUE,11,3,1,2,0,4153969368
82927,Win,FALSE,FALSE,TRUE,5,1,0,2,1,4048063193
82928,Win,TRUE,TRUE,TRUE,9,2,1,3,1,4219505371
82929,Win,FALSE,TRUE,TRUE,11,4,2,4,1,4150823647
82930,Win,FALSE,TRUE,TRUE,8,2,0,1,0,4220029664
82932,Win,TRUE,TRUE,TRUE,9,1,1,1,0,4107832035
82934,Win,FALSE,FALSE,FALSE,8,1,1,3,1,4006644453
82935,Win,TRUE,TRUE,TRUE,5,1,0,1,1,4134570725
