,win,firstBlood,firstTower,firstInhibitor,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,gameId
0,Win,FALSE,TRUE,TRUE,9,1,0,3,2,4247263043
2,Win,TRUE,TRUE,TRUE,5,1,0,2,2,4243963257
3,Win,TRUE,TRUE,FALSE,6,0,1,3,1,4241678498
4,Win,TRUE,TRUE,TRUE,11,3,2,2,2,4241538868
5,Win,TRUE,TRUE,TRUE,8,1,0,2,2,4241394461
6,Win,TRUE,FALSE,TRUE,7,1,1,4,1,4233222221
7,Win,TRUE,TRUE,TRUE,10,2,1,2,1,4233113995
8,Win,TRUE,TRUE,TRUE,8,1,1,3,1,4231100932
11,Win,TRUE,TRUE,TRUE,9,2,0,2,2,4228952659
12,Win,FALSE,FALSE,TRUE,7,1,0,3,1,4228244819
14,Win,TRUE,FALSE,TRUE,10,1,1,3,1,4222795586
15,Win,TRUE,TRUE,TRUE,8,1,1,4,2,4222632382
16,Win,TRUE,FALSE,TRUE,10,2,2,3,2,4219736584
17,Win,TRUE,TRUE,TRUE,7,2,1,2,2,4219647531
19,Win,FALSE,FALSE,TRUE,9,2,1,1,1,4219463634
21,Win,TRUE,TRUE,TRUE,6,1,0,1,2,4216998163
22,Win,TRUE,TRUE,TRUE,10,3,1,3,2,4214820366
23,Win,TRUE,TRUE,FALSE,5,0,0,1,1,4208036316
24,Win,TRUE,FALSE,TRUE,8,2,1,1,2,4205806443
25,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4205778093
26,Win,FALSE,FALSE,TRUE,6,1,0,2,1,4205718397
27,Win,FALSE,TRUE,,11,3,2,1,1,4205609024
29,Win,TRUE,TRUE,FALSE,5,0,0,4,1,4201002719
32,Win,TRUE,TRUE,FALSE,6,0,1,2,1,4191827488
33,Win,FALSE,TRUE,TRUE,9,1,1,3,1,4186297500
34,Win,TRUE,TRUE,FALSE,5,0,0,2,2,4186224914
35,Win,TRUE,TRUE,TRUE,7,2,1,5,1,4186016838
36,Win,TRUE,TRUE,TRUE,9,1,0,4,1,4185880938
37,Win,FALSE,FALSE,TRUE,7,1,0,0,1,4183509170
38,Win,FALSE,FALSE,TRUE,7,1,0,2,0,4183404231
39,Win,TRUE,TRUE,FALSE,5,0,0,2,2,4169877994
41,Win,TRUE,TRUE,TRUE,7,1,1,3,1,4169722149
44,Win,TRUE,TRUE,TRUE,7,1,1,3,0,4161051062
45,Win,FALSE,FALSE,TRUE,9,2,2,5,1,4160473191
47,Win,TRUE,TRUE,TRUE,9,2,1,4,2,4158792026
48,Win,TRUE,FALSE,FALSE,5,0,1,4,0,4158690093
50,Win,TRUE,TRUE,TRUE,8,1,0,2,2,4150339701
53,Win,TRUE,TRUE,TRUE,8,2,1,2,2,4141879503
55,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4141536785
56,Win,TRUE,TRUE,TRUE,11,3,2,2,0,4139317309
57,Win,TRUE,FALSE,TRUE,9,1,1,3,2,4137337572
58,Win,FALSE,FALSE,TRUE,7,1,1,1,0,4137221905
59,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4136497029
60,Win,FALSE,TRUE,TRUE,9,1,1,2,1,4135625642
62,Win,FALSE,FALSE,TRUE,9,2,0,3,0,4135503804
64,Win,TRUE,TRUE,TRUE,8,1,0,2,2,4132750156
67,Win,TRUE,FALSE,TRUE,7,1,2,4,0,4131349884
68,Win,FALSE,TRUE,TRUE,9,2,1,3,1,4131228269
69,Win,TRUE,TRUE,TRUE,9,2,1,2,2,4131183383
70,Win,TRUE,TRUE,TRUE,6,1,0,2,2,4130838785
71,Win,TRUE,TRUE,TRUE,7,2,1,3,2,4127304820
72,Win,TRUE,TRUE,TRUE,8,1,1,2,0,4127195860
73,Win,TRUE,TRUE,TRUE,9,1,1,3,2,4127134706
74,Win,TRUE,TRUE,TRUE,7,2,1,3,1,4127017961
75,Win,TRUE,TRUE,TRUE,11,3,2,3,2,4126859718
76,Win,TRUE,TRUE,TRUE,7,2,0,2,1,4126778547
78,Win,TRUE,FALSE,TRUE,10,1,0,3,1,4126486529
80,Win,FALSE,FALSE,TRUE,7,1,0,2,1,4125243537
82,Win,TRUE,TRUE,TRUE,11,3,1,2,1,4124979926
83,Win,TRUE,TRUE,TRUE,9,2,0,1,2,4124953438
84,Win,TRUE,TRUE,FALSE,5,0,1,3,1,4124850963
85,Win,TRUE,TRUE,TRUE,9,2,2,4,1,4124417063
86,Win,TRUE,FALSE,TRUE,8,1,1,1,1,4124110363
87,Win,TRUE,TRUE,FALSE,7,0,0,4,1,4124060029
90,Win,FALSE,FALSE,TRUE,8,1,0,3,1,4120336083
91,Win,TRUE,FALSE,TRUE,11,3,1,4,0,4120244000
92,Win,FALSE,TRUE,TRUE,10,2,1,4,2,4118590836
95,Win,FALSE,FALSE,TRUE,10,2,0,2,1,4118306793
97,Win,TRUE,FALSE,TRUE,9,2,1,1,2,4104917522
99,Win,FALSE,TRUE,TRUE,7,2,1,2,1,4104397715
100,Win,TRUE,TRUE,TRUE,10,2,1,4,1,4241563962
101,Win,FALSE,FALSE,TRUE,7,1,1,2,0,4241451592
102,Win,TRUE,TRUE,TRUE,9,2,0,2,1,4240992890
104,Win,FALSE,TRUE,TRUE,9,1,1,3,2,4240354239
105,Win,TRUE,FALSE,TRUE,9,1,0,3,0,4240138715
106,Win,TRUE,TRUE,TRUE,7,1,1,3,1,4239979256
107,Win,TRUE,FALSE,FALSE,6,0,1,1,0,4239909363
108,Win,TRUE,TRUE,TRUE,9,1,1,1,2,4239844329
109,Win,TRUE,TRUE,TRUE,9,2,1,6,2,4237076217
110,Win,TRUE,TRUE,TRUE,9,2,0,3,2,4236209362
111,Win,FALSE,FALSE,TRUE,11,4,2,4,0,4236142587
112,Win,FALSE,FALSE,TRUE,11,4,1,5,1,4235811213
113,Win,FALSE,FALSE,TRUE,7,2,3,3,0,4235211937
114,Win,FALSE,TRUE,FALSE,7,1,0,3,1,4235038935
115,Win,TRUE,FALSE,TRUE,7,1,1,1,0,4233009853
117,Win,TRUE,TRUE,TRUE,9,1,1,4,2,4232843469
118,Win,TRUE,TRUE,TRUE,11,3,0,0,1,4232833087
119,Win,FALSE,TRUE,TRUE,6,1,0,2,2,4232673227
120,Win,FALSE,TRUE,TRUE,7,1,1,2,1,4232304535
121,Win,FALSE,TRUE,TRUE,10,1,1,2,1,4232135489
122,Win,TRUE,TRUE,TRUE,10,2,1,2,2,4231892073
124,Win,TRUE,TRUE,TRUE,8,1,0,1,1,4231481467
125,Win,FALSE,TRUE,TRUE,10,2,1,3,2,4231151563
126,Win,FALSE,FALSE,TRUE,10,2,1,2,1,4230942397
127,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4230915010
128,Win,FALSE,TRUE,TRUE,7,1,0,2,2,4230204841
129,Win,TRUE,TRUE,TRUE,10,2,1,3,1,4229975726
130,Win,TRUE,TRUE,TRUE,9,1,1,3,2,4229542906
131,Win,TRUE,TRUE,TRUE,9,1,1,3,1,4228752344
132,Win,FALSE,FALSE,FALSE,6,0,1,3,1,4227532963
133,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4227386495
134,Win,FALSE,FALSE,TRUE,8,1,0,3,0,4227278479
135,Win,TRUE,TRUE,TRUE,10,2,0,3,2,4227225657
137,Win,FALSE,FALSE,TRUE,9,2,1,3,1,4226146060
139,Win,TRUE,TRUE,TRUE,8,2,1,4,1,4225136570
140,Win,TRUE,TRUE,TRUE,10,2,1,2,1,4225069903
141,Win,TRUE,FALSE,TRUE,7,2,0,3,1,4225054326
142,Win,TRUE,TRUE,TRUE,8,1,1,1,1,4224937366
144,Win,FALSE,FALSE,TRUE,7,1,1,1,1,4223061077
146,Win,FALSE,TRUE,TRUE,7,1,0,3,1,4222847666
147,Win,TRUE,TRUE,TRUE,11,3,0,2,2,4222810614
148,Win,TRUE,FALSE,FALSE,6,0,0,2,1,4222763533
150,Win,FALSE,TRUE,FALSE,5,0,1,2,1,4216892789
152,Win,FALSE,FALSE,TRUE,8,1,1,4,0,4216560666
154,Win,FALSE,FALSE,TRUE,7,1,1,0,0,4216075409
155,Win,FALSE,TRUE,TRUE,7,1,1,3,0,4216061140
156,Win,TRUE,TRUE,FALSE,7,0,0,1,1,4215966736
157,Win,FALSE,TRUE,TRUE,6,1,1,1,2,4215980399
158,Win,FALSE,TRUE,TRUE,5,1,0,3,1,4215759559
159,Win,TRUE,TRUE,FALSE,5,0,0,3,2,4215773214
160,Win,FALSE,TRUE,FALSE,6,0,0,2,2,4215663649
161,Win,TRUE,FALSE,TRUE,6,1,0,4,0,4215363858
162,Win,TRUE,TRUE,TRUE,7,1,2,3,2,4214979998
163,Win,FALSE,TRUE,TRUE,6,1,1,1,2,4214990276
164,Win,FALSE,TRUE,TRUE,7,1,0,3,1,4214734117
165,Win,FALSE,TRUE,FALSE,7,1,0,4,1,4214665912
167,Win,FALSE,TRUE,TRUE,9,1,1,2,2,4214510083
168,Win,TRUE,TRUE,TRUE,10,3,1,4,0,4214257445
169,Win,FALSE,TRUE,TRUE,9,1,1,1,1,4214300686
170,Win,TRUE,FALSE,TRUE,6,1,1,2,0,4213991159
171,Win,TRUE,TRUE,TRUE,10,1,1,3,1,4213865508
172,Win,FALSE,FALSE,TRUE,9,1,0,3,0,4213441509
174,Win,TRUE,TRUE,TRUE,10,1,2,2,0,4212617083
175,Win,FALSE,FALSE,FALSE,7,1,1,2,1,4211647338
176,Win,FALSE,TRUE,TRUE,9,1,1,1,2,4211663289
177,Win,TRUE,TRUE,TRUE,9,2,1,4,1,4211526181
179,Win,FALSE,TRUE,TRUE,8,1,1,3,0,4211344801
180,Win,TRUE,FALSE,TRUE,10,2,1,3,1,4210427204
181,Win,FALSE,TRUE,TRUE,8,1,0,2,2,4210322448
182,Win,TRUE,TRUE,TRUE,7,1,1,1,1,4209372132
183,Win,FALSE,FALSE,TRUE,7,1,1,1,1,4209234345
185,Win,TRUE,TRUE,TRUE,5,1,0,2,2,4208873115
187,Win,TRUE,TRUE,TRUE,8,1,1,4,2,4208432716
188,Win,FALSE,FALSE,TRUE,10,2,1,3,1,4208294656
189,Win,TRUE,FALSE,TRUE,11,3,1,3,1,4208183709
190,Win,TRUE,TRUE,FALSE,5,0,0,1,2,4208093718
191,Win,TRUE,TRUE,TRUE,7,1,1,2,2,4207617108
193,Win,TRUE,TRUE,TRUE,8,2,1,4,1,4207425321
195,Win,FALSE,FALSE,TRUE,7,1,1,2,1,4207361443
196,Win,TRUE,TRUE,TRUE,6,1,0,3,1,4255795289
198,Win,TRUE,TRUE,TRUE,9,2,1,2,0,4255663162
199,Win,FALSE,TRUE,TRUE,9,2,1,2,1,4255601634
200,Win,TRUE,TRUE,TRUE,9,1,0,4,2,4255379515
201,Win,FALSE,TRUE,TRUE,11,3,1,2,1,4255228631
202,Win,TRUE,TRUE,TRUE,8,1,1,5,1,4252707261
204,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4249716387
205,Win,TRUE,TRUE,TRUE,6,1,0,3,2,4247346627
206,Win,TRUE,FALSE,FALSE,5,0,0,1,2,4247333254
207,Win,TRUE,FALSE,FALSE,5,0,0,1,1,4247328744
208,Win,TRUE,TRUE,TRUE,9,1,0,3,2,4247161499
209,Win,TRUE,TRUE,FALSE,6,0,1,4,1,4247052472
210,Win,TRUE,TRUE,TRUE,9,2,1,3,2,4242033414
211,Win,TRUE,TRUE,TRUE,7,1,2,4,0,4241849807
212,Win,FALSE,FALSE,TRUE,7,1,1,2,2,4241836803
214,Win,FALSE,FALSE,TRUE,11,5,3,5,2,4239164903
215,Win,TRUE,FALSE,TRUE,8,1,1,2,0,4239025985
217,Win,FALSE,FALSE,TRUE,10,2,1,4,1,4238834904
218,Win,FALSE,FALSE,FALSE,5,0,0,3,1,4236315023
219,Win,TRUE,TRUE,FALSE,5,0,1,2,1,4236105557
220,Win,TRUE,FALSE,TRUE,6,1,0,2,1,4235949878
221,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4235878601
222,Win,TRUE,TRUE,TRUE,7,1,0,5,1,4232242673
223,Win,TRUE,TRUE,TRUE,7,1,1,1,1,4232200699
224,Win,FALSE,TRUE,TRUE,6,1,1,2,2,4232080526
225,Win,TRUE,TRUE,TRUE,6,1,1,4,1,4231598145
226,Win,TRUE,FALSE,TRUE,8,1,1,2,2,4230266081
227,Win,FALSE,TRUE,TRUE,11,3,1,2,2,4230208526
229,Win,TRUE,TRUE,FALSE,6,0,1,4,1,4228279942
230,Win,TRUE,TRUE,TRUE,10,2,0,3,1,4227969696
233,Win,FALSE,FALSE,TRUE,7,1,1,4,0,4227265183
234,Win,FALSE,FALSE,FALSE,5,0,1,3,0,4227058495
235,Win,TRUE,FALSE,FALSE,9,2,1,4,0,4224988597
237,Win,FALSE,TRUE,FALSE,6,0,0,1,1,4222928079
238,Win,TRUE,TRUE,TRUE,10,2,1,1,2,4222913538
239,Win,FALSE,TRUE,TRUE,9,1,1,1,0,4222871985
240,Win,FALSE,TRUE,TRUE,11,5,1,1,1,4222703051
241,Win,FALSE,TRUE,FALSE,5,0,1,2,1,4218502020
242,Win,TRUE,TRUE,TRUE,10,1,0,2,1,4218466693
244,Win,TRUE,TRUE,TRUE,7,1,0,3,1,4218331896
245,Win,TRUE,FALSE,TRUE,5,1,1,2,1,4218250379
246,Win,TRUE,TRUE,TRUE,8,1,1,1,0,4218098744
247,Win,TRUE,TRUE,FALSE,7,0,0,2,1,4217552064
248,Win,TRUE,TRUE,TRUE,8,2,1,3,0,4217420625
249,Win,FALSE,FALSE,TRUE,9,2,1,4,0,4217209852
250,Win,TRUE,FALSE,TRUE,9,1,1,3,1,4215971474
251,Win,FALSE,TRUE,TRUE,8,1,1,2,1,4215861925
252,Win,TRUE,TRUE,FALSE,6,0,0,3,2,4215529839
253,Win,TRUE,FALSE,TRUE,11,3,1,1,0,4214446303
254,Win,TRUE,TRUE,TRUE,9,1,0,3,2,4214366208
255,Win,TRUE,FALSE,TRUE,8,1,0,2,1,4214361102
256,Win,TRUE,TRUE,FALSE,6,0,1,1,1,4214305053
257,Win,FALSE,TRUE,FALSE,6,0,1,3,1,4213578403
258,Win,FALSE,TRUE,TRUE,5,1,0,3,1,4213532270
259,Win,TRUE,TRUE,TRUE,9,2,1,2,1,4213470313
261,Win,FALSE,TRUE,TRUE,7,1,0,0,1,4213255019
262,Win,TRUE,TRUE,TRUE,9,1,1,3,2,4212926342
263,Win,FALSE,TRUE,TRUE,8,1,1,3,1,4211557534
264,Win,TRUE,FALSE,TRUE,9,2,2,2,1,4232573394
267,Win,TRUE,FALSE,TRUE,10,2,1,3,0,4222955290
269,Win,TRUE,FALSE,TRUE,5,1,1,2,0,4222855407
270,Win,FALSE,TRUE,TRUE,9,1,1,2,2,4220436726
271,Win,FALSE,TRUE,TRUE,9,2,0,4,2,4217740790
273,Win,FALSE,TRUE,TRUE,10,2,0,2,2,4216941024
274,Win,TRUE,FALSE,TRUE,9,1,1,1,1,4216789811
275,Win,TRUE,TRUE,TRUE,9,2,1,2,2,4216573409
276,Win,FALSE,TRUE,TRUE,9,2,0,2,2,4211491708
277,Win,TRUE,TRUE,TRUE,10,2,0,3,2,4211414401
279,Win,TRUE,TRUE,TRUE,9,2,0,3,2,4210725194
280,Win,FALSE,FALSE,FALSE,5,0,0,2,1,4210607036
281,Win,TRUE,TRUE,TRUE,7,1,0,0,2,4210544654
282,Win,FALSE,TRUE,TRUE,9,1,1,1,2,4208540749
285,Win,TRUE,TRUE,FALSE,8,1,1,1,0,4206197847
288,Win,TRUE,TRUE,TRUE,6,1,0,2,1,4205702275
291,Win,FALSE,TRUE,FALSE,5,0,0,1,2,4204328322
292,Win,TRUE,TRUE,TRUE,11,2,1,3,0,4204007475
293,Win,FALSE,TRUE,TRUE,6,1,1,2,2,4203914434
296,Win,TRUE,FALSE,TRUE,8,1,1,3,1,4198462558
298,Win,FALSE,TRUE,TRUE,9,2,1,2,1,4198306605
299,Win,FALSE,FALSE,FALSE,5,0,0,2,0,4198248878
300,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4197426798
301,Win,FALSE,FALSE,TRUE,10,2,0,1,0,4197308418
302,Win,TRUE,TRUE,FALSE,5,0,0,1,1,4195441590
304,Win,TRUE,FALSE,TRUE,11,3,1,2,2,4195138604
305,Win,TRUE,TRUE,TRUE,9,2,1,1,0,4192887757
306,Win,TRUE,TRUE,TRUE,9,1,1,1,1,4192842152
308,Win,FALSE,FALSE,TRUE,10,2,1,4,0,4190860735
309,Win,TRUE,TRUE,TRUE,9,2,1,0,2,4190803739
310,Win,TRUE,TRUE,TRUE,7,2,0,1,1,4190688784
311,Win,FALSE,TRUE,TRUE,7,1,0,2,1,4190660384
312,Win,FALSE,FALSE,TRUE,10,2,1,4,0,4190575102
313,Win,FALSE,TRUE,FALSE,5,0,1,3,0,4188544300
314,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4188343925
315,Win,TRUE,FALSE,FALSE,5,0,1,3,0,4188230162
317,Win,FALSE,TRUE,FALSE,6,0,1,2,1,4186343383
318,Win,FALSE,TRUE,FALSE,8,1,1,3,2,4185731652
319,Win,FALSE,TRUE,TRUE,10,3,2,2,0,4183820553
321,Win,TRUE,TRUE,TRUE,6,1,0,3,2,4183652925
322,Win,TRUE,TRUE,TRUE,7,1,0,0,1,4182229765
324,Win,FALSE,TRUE,TRUE,10,2,0,2,0,4177980514
325,Win,FALSE,FALSE,TRUE,7,1,1,1,1,4174736476
326,Win,TRUE,TRUE,TRUE,9,1,0,3,1,4174692944
327,Win,FALSE,FALSE,TRUE,8,1,1,2,1,4174637416
328,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4174653172
329,Win,FALSE,FALSE,FALSE,5,0,1,4,0,4174536861
330,Win,TRUE,TRUE,FALSE,8,2,1,2,1,4174437979
331,Win,FALSE,FALSE,TRUE,10,2,2,4,0,4174345259
332,Win,TRUE,TRUE,TRUE,10,2,1,3,2,4239407294
334,Win,TRUE,TRUE,TRUE,5,1,0,3,2,4232817070
336,Win,TRUE,TRUE,TRUE,9,2,1,5,1,4213091665
337,Win,FALSE,FALSE,TRUE,9,2,1,3,0,4212455766
338,Win,FALSE,FALSE,TRUE,5,1,1,4,0,4211649508
339,Win,FALSE,FALSE,TRUE,6,1,0,3,0,4205747984
340,Win,FALSE,FALSE,TRUE,5,1,0,4,0,4205741567
341,Win,TRUE,TRUE,FALSE,5,0,0,3,1,4205711950
343,Win,TRUE,TRUE,TRUE,10,2,0,2,0,4205601397
344,Win,FALSE,TRUE,TRUE,10,2,1,1,1,4200248765
345,Win,FALSE,FALSE,TRUE,7,2,1,1,1,4200223685
346,Win,TRUE,TRUE,TRUE,9,2,0,1,1,4200189819
347,Win,FALSE,TRUE,FALSE,6,0,0,1,1,4200127990
348,Win,TRUE,TRUE,TRUE,8,1,0,3,0,4198435258
350,Win,TRUE,TRUE,TRUE,11,3,0,3,1,4198353149
351,Win,TRUE,TRUE,TRUE,11,3,1,4,1,4198236758
354,Win,TRUE,TRUE,FALSE,5,0,0,2,2,4195471044
356,Win,TRUE,TRUE,FALSE,7,0,0,3,1,4193072056
357,Win,TRUE,TRUE,TRUE,10,2,0,3,2,4190818578
358,Win,FALSE,FALSE,TRUE,9,1,1,4,0,4190771229
359,Win,TRUE,TRUE,FALSE,5,0,0,3,2,4190674405
360,Win,TRUE,TRUE,TRUE,7,1,0,4,1,4190644125
361,Win,TRUE,TRUE,TRUE,6,1,0,2,2,4174684881
362,Win,FALSE,FALSE,TRUE,9,1,1,4,1,4174586058
364,Win,TRUE,TRUE,TRUE,9,1,1,3,1,4159504525
365,Win,TRUE,TRUE,TRUE,11,3,0,3,1,4159458138
366,Win,TRUE,TRUE,TRUE,8,2,0,3,1,4159441293
367,Win,TRUE,TRUE,TRUE,10,2,0,2,2,4159327884
368,Win,TRUE,TRUE,TRUE,9,1,0,4,2,4154572688
369,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4152524765
370,Win,TRUE,TRUE,TRUE,7,1,1,2,1,4152433543
371,Win,TRUE,TRUE,TRUE,9,2,1,3,2,4148690219
372,Win,TRUE,TRUE,TRUE,8,2,0,3,0,4148543835
373,Win,FALSE,TRUE,FALSE,5,0,0,1,1,4148204586
375,Win,FALSE,TRUE,TRUE,8,2,2,2,2,4147608142
376,Win,FALSE,TRUE,TRUE,6,1,0,1,1,4147593272
378,Win,FALSE,TRUE,TRUE,9,1,0,4,2,4146490892
379,Win,TRUE,TRUE,TRUE,7,1,1,2,0,4146348856
380,Win,TRUE,FALSE,TRUE,9,1,1,1,0,4146317969
381,Win,FALSE,TRUE,FALSE,5,0,1,2,0,4146197035
382,Win,TRUE,TRUE,TRUE,10,2,1,4,2,4146147460
383,Win,TRUE,TRUE,TRUE,9,2,2,3,2,4144399667
384,Win,TRUE,TRUE,TRUE,9,1,1,3,2,4144404995
385,Win,TRUE,TRUE,FALSE,6,0,0,0,1,4144372178
388,Win,FALSE,TRUE,TRUE,9,1,0,2,1,4144169278
389,Win,TRUE,TRUE,TRUE,10,2,1,3,1,4144108231
390,Win,TRUE,TRUE,TRUE,11,5,2,3,1,4142942611
392,Win,FALSE,FALSE,TRUE,8,1,1,4,0,4139926966
393,Win,FALSE,TRUE,TRUE,9,2,1,3,2,4139826709
394,Win,TRUE,TRUE,TRUE,9,2,1,4,1,4139738577
396,Win,TRUE,TRUE,TRUE,7,1,1,4,1,4119987801
397,Win,FALSE,TRUE,TRUE,8,3,2,4,1,4119806203
398,Win,TRUE,TRUE,TRUE,10,4,2,4,1,4119141686
399,Win,FALSE,FALSE,FALSE,8,1,1,1,0,4119100142
400,Win,FALSE,TRUE,TRUE,9,1,0,2,0,4118673044
401,Win,FALSE,TRUE,TRUE,11,3,1,2,2,4255954855
402,Win,FALSE,TRUE,TRUE,6,1,0,1,1,4255942732
403,Win,TRUE,TRUE,TRUE,9,1,0,0,2,4255868492
407,Win,FALSE,TRUE,TRUE,8,1,0,3,1,4255616358
408,Win,TRUE,TRUE,FALSE,5,0,0,1,0,4255540798
410,Win,FALSE,TRUE,TRUE,9,1,1,4,2,4252916894
412,Win,TRUE,TRUE,FALSE,5,0,1,2,1,4252840575
415,Win,TRUE,TRUE,TRUE,9,1,0,2,2,4252662874
416,Win,TRUE,FALSE,TRUE,5,1,1,3,0,4252594828
417,Win,FALSE,FALSE,TRUE,10,4,2,4,0,4252462986
418,Win,FALSE,TRUE,FALSE,5,0,0,1,1,4249430311
419,Win,TRUE,TRUE,TRUE,10,3,0,4,2,4248397701
424,Win,TRUE,TRUE,FALSE,8,1,0,3,2,4247441346
425,Win,TRUE,FALSE,TRUE,8,1,0,2,1,4247382346
426,Win,TRUE,TRUE,TRUE,9,1,0,3,1,4247236629
427,Win,TRUE,FALSE,TRUE,9,3,2,2,1,4247217216
429,Win,TRUE,FALSE,TRUE,10,2,0,4,2,4246939711
434,Win,FALSE,FALSE,FALSE,5,0,1,4,0,4244145140
436,Win,TRUE,TRUE,TRUE,10,1,1,4,2,4241977641
437,Win,TRUE,TRUE,TRUE,9,2,1,4,1,4241914551
438,Win,FALSE,TRUE,TRUE,8,1,0,1,0,4241817859
439,Win,TRUE,TRUE,TRUE,6,1,1,3,2,4241761245
440,Win,TRUE,TRUE,TRUE,11,4,2,3,2,4241644260
441,Win,FALSE,TRUE,TRUE,8,1,0,3,2,4239554885
443,Win,TRUE,TRUE,FALSE,6,0,0,1,1,4239491702
444,Win,TRUE,FALSE,FALSE,5,1,1,1,0,4239199539
445,Win,FALSE,TRUE,TRUE,11,3,2,4,1,4239105794
447,Win,FALSE,FALSE,FALSE,6,1,1,2,0,4238961869
449,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4236452104
450,Win,TRUE,FALSE,FALSE,8,1,1,2,2,4236425113
451,Win,TRUE,FALSE,TRUE,10,2,1,4,1,4233178019
452,Win,TRUE,TRUE,TRUE,10,2,1,3,2,4233105414
453,Win,TRUE,FALSE,TRUE,10,2,2,3,0,4232999015
454,Win,TRUE,FALSE,FALSE,6,1,1,3,0,4230346513
458,Win,FALSE,TRUE,TRUE,10,2,0,2,1,4225149541
459,Win,FALSE,FALSE,TRUE,8,1,0,2,0,4225171127
460,Win,TRUE,TRUE,TRUE,9,1,1,3,1,4218311762
462,Win,TRUE,TRUE,TRUE,10,3,2,3,2,4213849892
463,Win,TRUE,TRUE,TRUE,8,3,2,3,1,4213821352
464,Win,TRUE,FALSE,TRUE,7,1,0,3,0,4213584428
468,Win,TRUE,FALSE,FALSE,5,0,0,3,0,4207026677
470,Win,FALSE,TRUE,TRUE,10,3,1,3,2,4188827621
471,Win,FALSE,TRUE,TRUE,9,2,2,4,1,4188699998
472,Win,TRUE,TRUE,TRUE,9,1,1,4,2,4183495921
473,Win,TRUE,TRUE,TRUE,8,1,2,0,1,4183226653
475,Win,TRUE,TRUE,TRUE,9,1,1,3,1,4179177215
476,Win,TRUE,FALSE,FALSE,5,0,0,2,1,4179035600
477,Win,TRUE,TRUE,TRUE,9,2,0,1,2,4176919644
479,Win,TRUE,TRUE,TRUE,10,1,0,3,2,4236259120
480,Win,FALSE,FALSE,TRUE,9,2,0,3,0,4232956091
482,Win,TRUE,TRUE,TRUE,10,2,1,1,1,4232129903
484,Win,TRUE,TRUE,FALSE,7,1,1,2,1,4226087595
485,Win,TRUE,FALSE,TRUE,9,1,2,2,1,4225243022
486,Win,FALSE,TRUE,TRUE,7,1,1,1,1,4225161427
487,Win,TRUE,TRUE,TRUE,10,2,2,2,1,4222919157
488,Win,FALSE,TRUE,FALSE,7,0,1,2,1,4222855115
489,Win,TRUE,FALSE,TRUE,7,2,0,2,1,4218394521
490,Win,FALSE,FALSE,TRUE,6,2,1,4,1,4216849791
491,Win,FALSE,TRUE,TRUE,7,1,0,1,1,4215648624
492,Win,FALSE,TRUE,TRUE,11,3,0,2,2,4215616407
493,Win,FALSE,FALSE,FALSE,5,0,1,4,0,4215431777
496,Win,FALSE,TRUE,TRUE,9,1,1,4,2,4214992975
497,Win,FALSE,TRUE,TRUE,8,1,1,3,2,4214822900
498,Win,TRUE,FALSE,TRUE,9,1,1,3,0,4214533325
500,Win,FALSE,FALSE,FALSE,8,1,1,3,1,4213518003
501,Win,TRUE,FALSE,TRUE,8,1,0,1,0,4213560056
502,Win,TRUE,FALSE,TRUE,8,1,0,2,1,4213119323
503,Win,FALSE,TRUE,TRUE,8,1,1,3,2,4212983761
504,Win,TRUE,TRUE,TRUE,10,2,2,3,2,4212844247
505,Win,FALSE,TRUE,FALSE,5,0,0,2,1,4212703586
506,Win,FALSE,TRUE,FALSE,8,2,1,2,0,4212469872
507,Win,FALSE,FALSE,TRUE,6,1,2,3,1,4212431681
508,Win,TRUE,TRUE,FALSE,6,0,0,3,2,4212005814
509,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4212001906
511,Win,FALSE,FALSE,TRUE,8,1,0,3,0,4208538182
513,Win,FALSE,FALSE,TRUE,8,1,1,3,0,4207054589
514,Win,FALSE,FALSE,TRUE,11,5,2,4,1,4206895892
516,Win,TRUE,TRUE,TRUE,7,2,1,4,1,4206740277
517,Win,TRUE,TRUE,TRUE,9,2,1,3,1,4206654511
518,Win,FALSE,TRUE,TRUE,9,1,0,2,2,4252530914
519,Win,FALSE,TRUE,TRUE,10,2,2,3,1,4249802117
520,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4249668713
522,Win,FALSE,TRUE,TRUE,10,2,1,1,1,4247282636
523,Win,TRUE,TRUE,TRUE,9,2,0,2,2,4246749053
524,Win,FALSE,TRUE,TRUE,10,1,1,4,2,4244487159
525,Win,FALSE,TRUE,FALSE,6,0,0,3,2,4244368275
526,Win,TRUE,FALSE,FALSE,10,2,1,5,2,4243174717
